Episode,Time,UE x,UE y,UE SINR,BS TX Power,Beam Index,Action,Cumul. Reward,Done,Abort,Loss,Q
23.0,2.0,135.19797435675437,-74.26363068984573,4.14,24.28,1.0,1.0,4.0,0.0,0.0,4.1466437975565595,16.493937715888023
23.0,3.0,135.1269453046701,-73.99508764378575,-20.79,19.29,2.0,1.0,-1.0,0.0,1.0,4.1466437975565595,16.493937715888023
24.0,1.0,-5.895308387228072,124.5662917176661,26.27,20.13,0.0,2.0,0.0,0.0,0.0,4.230159044265747,17.861324807008106
24.0,2.0,-6.049971942683894,124.33555446787551,23.58,15.99,1.0,1.0,17.0,0.0,0.0,4.230159044265747,17.861324807008106
24.0,3.0,-6.25174746570575,124.14464314779099,-28.79,12.7,2.0,1.0,12.0,0.0,1.0,4.230159044265747,17.861324807008106
25.0,1.0,-97.12761886127707,-119.5721066800178,3.27,17.8,2.0,2.0,0.0,0.0,0.0,2.621125022570292,19.567404995361965
25.0,2.0,-96.86327404208562,-119.65744313409105,2.12,14.14,3.0,1.0,2.0,0.0,0.0,2.621125022570292,19.567404995361965
25.0,3.0,-97.07960376422493,-119.48319634030048,8.84,11.23,0.0,1.0,4.0,0.0,0.0,2.621125022570292,19.567404995361965
25.0,4.0,-97.33961199150643,-119.38544044240633,5.28,8.92,1.0,1.0,6.0,0.0,0.0,2.621125022570292,19.567404995361965
25.0,5.0,-97.31188992773248,-119.66183143539864,-2.51,7.09,2.0,1.0,8.0,0.0,0.0,2.621125022570292,19.567404995361965
25.0,6.0,-97.18112911845282,-119.90690714734025,-29.46,6.32,2.0,3.0,3.0,0.0,1.0,2.621125022570292,19.567404995361965
26.0,1.0,62.963716476283686,82.9206899327696,15.49,4.56,3.0,2.0,0.0,0.0,0.0,1.9417153199513753,21.252630278468132
26.0,2.0,63.21714369741044,83.03442267835825,15.85,4.06,3.0,3.0,0.0,0.0,0.0,1.9417153199513753,21.252630278468132
26.0,3.0,63.33427422196757,82.78254784030544,-0.35,3.62,3.0,3.0,0.0,0.0,0.0,1.9417153199513753,21.252630278468132
26.0,4.0,63.07321361785472,82.68763812105922,12.41,2.88,0.0,1.0,17.0,0.0,0.0,1.9417153199513753,21.252630278468132
26.0,5.0,62.79794167929859,82.65041106543151,14.73,2.57,0.0,3.0,17.0,0.0,0.0,1.9417153199513753,21.252630278468132
26.0,6.0,62.61041588936084,82.44548529366187,-166.5,2.29,0.0,3.0,12.0,0.0,1.0,1.9417153199513753,21.252630278468132
27.0,1.0,-86.83761612024858,-80.26850605573803,16.53,35.07,2.0,2.0,0.0,0.0,0.0,1.9095381498336792,22.26877248287201
27.0,2.0,-87.11536762627912,-80.26468575144025,-6.9,31.26,2.0,3.0,-5.0,0.0,1.0,1.9095381498336792,22.26877248287201
28.0,1.0,10.423124844439199,20.130024475999363,49.37,18.9,0.0,3.0,-5.0,0.0,1.0,2.5772933959960938,22.258432894945145
29.0,1.0,146.12600901111108,21.58468608775867,-17.56,8.17,2.0,3.0,-5.0,0.0,1.0,2.6514081954956055,22.32594734430313
30.0,1.0,93.62443534975885,-87.44543468829995,-149.93,46.76,2.0,0.0,-5.0,0.0,1.0,2.5151195526123047,22.788612872362137
31.0,1.0,63.2630688321486,111.68185140857499,-3.58,16.96,0.0,2.0,-5.0,0.0,1.0,2.131293535232544,22.67130422592163
32.0,1.0,8.59061676450332,-140.77098462819475,18.42,5.92,0.0,3.0,0.0,0.0,0.0,2.080187225341797,22.72863039970398
32.0,2.0,8.31550570290549,-140.73258674265824,14.61,5.28,0.0,3.0,0.0,0.0,0.0,2.080187225341797,22.72863039970398
32.0,3.0,8.097723394963666,-140.56015890217216,-1.9,4.71,0.0,3.0,0.0,0.0,0.0,2.080187225341797,22.72863039970398
32.0,4.0,7.832327796229278,-140.4781487198801,5.54,3.74,1.0,1.0,2.0,0.0,0.0,2.080187225341797,22.72863039970398
32.0,5.0,7.966298341929683,-140.23481276546337,-3.23,2.97,2.0,1.0,-3.0,0.0,1.0,2.080187225341797,22.72863039970398
33.0,1.0,-17.91952470099706,103.29806057066327,-154.22,40.07,0.0,0.0,-5.0,0.0,1.0,2.605437755584717,22.451755940914154
34.0,1.0,35.76986573947656,-78.0429239180175,14.42,32.42,1.0,0.0,17.0,0.0,0.0,2.099263310432434,22.338370576500893
34.0,2.0,35.807337206568285,-78.31816269250459,4.46,40.81,2.0,0.0,12.0,0.0,1.0,2.099263310432434,22.338370576500893
35.0,1.0,-99.75651912577094,-93.697843657234,17.57,34.04,0.0,3.0,0.0,0.0,0.0,2.2974233627319336,22.126052901148796
35.0,2.0,-99.7161302522076,-93.42301783472192,22.0,42.85,1.0,0.0,-5.0,0.0,1.0,2.2974233627319336,22.126052901148796
36.0,1.0,20.652922319504405,-71.28635038676045,12.67,10.84,3.0,1.0,17.0,0.0,0.0,2.232392038617815,21.590336288724625
36.0,2.0,20.70852455596523,-71.55850638086625,30.68,13.65,0.0,0.0,34.0,0.0,0.0,2.232392038617815,21.590336288724625
36.0,3.0,20.812404153938402,-71.81612921167147,22.58,17.18,1.0,0.0,51.0,0.0,0.0,2.232392038617815,21.590336288724625
36.0,4.0,20.676052666102688,-72.05813905773593,19.05,21.63,2.0,0.0,68.0,0.0,0.0,2.232392038617815,21.590336288724625
36.0,5.0,20.893672782546503,-71.88550656153043,10.41,27.23,3.0,0.0,70.0,0.0,0.0,2.232392038617815,21.590336288724625
